,created_at,Input.tweet1,finer_updated,sentiment_positive,sentiment_negative,sentiment_neutral,toxicity
897,2022-10-28 14:44:55+00:00,"""@5523650377715981330 the muppet speaks. man gets beaten up in a san francisco home invasion
 leftist city filled with homeless. 
 your answer is there""",['government_critique'],0.0085579324513673,0.7885681986808777,0.2028739154338836,0.37751234
898,2022-08-05 16:06:19+00:00,"""@5532375094256561690 sir i have watched them in my own eyes on drugs. every time i want to give a homeless money, they make me re-think if i should.""","['harmful_generalization', 'personal_interaction_observation_of_homelessness']",0.0073058293201029,0.8402709364891052,0.1524232476949691,0.24442963
899,2022-11-21 00:29:59+00:00,"""@5653683089589068928 health and gun violence are two different things, and it's people that are the problem not the guns. don't take away our guns, instead improve our economy and lower the rates of poverty. improve our problem witn homeless and work with the communities in our country.""","['government_critique', 'solutions_interventions']",0.0239069834351539,0.68910151720047,0.2869915068149566,0.10002319
900,2022-09-11 19:23:57+00:00,"""@5715891671069535977 it's all so bad, ya know?
 

 every headline, every story....
 

 brown water &amp; droughts &amp; floods &amp; fires &amp; homeless...
 

 we suck! our country sucks! that's all there is to it""",['harmful_generalization'],0.0060863150283694,0.9404190182685852,0.0534947849810123,0.6407703
901,2022-12-05 18:32:53+00:00,"""@5748957240278450079 @3525267781386296485 @1955461783145624810 ...you might think this is off topic, but please choose to open your eyes and pay attention to how many people dehumanize drug users and people in the homeless encampment.""","['societal_critique', 'solutions_interventions']",0.0083209993317723,0.7835500240325928,0.2081289589405059,0.147767
902,2022-01-13 01:31:41+00:00,"""@5794359467882570690 #resigncarra why is a green line to nowhere needed in yyc at this point? empty downtown, train stations are homeless shelters and consumption sites, crime is up significantly, ridership is down significantly, and people do not feel safe on public transit""",['government_critique'],0.0048994193784892,0.9180015325546264,0.0770990997552871,0.04315203
903,2022-01-30 22:40:41+00:00,"""@5954234467936254525 @3875451270659685124 @7723883108701773269 @1032060436949992391 1) the shelter was able to help their homeless clients. so that is a lie. 
 and in ottawa there were many, many people wearing masks, so why would they harass her, it's pretty obvious fabrication.""",['harmful_generalization'],0.0113015500828623,0.7834173440933228,0.205281063914299,0.17025198
904,2022-12-20 17:41:52+00:00,"""@6100262961813017347 google recovery homes for women who are recovering from drug addiction, and homeless shelters for women, those places need help""",['solutions_interventions'],0.0436080023646354,0.4463302791118622,0.5100616812705994,0.08795626
905,2022-07-22 15:53:47+00:00,"""@6146707173377672382 90% of calls in my first due are homeless/drunk/drug addicted. 
 

 and those people see these high rises and literally try to burn it down. 
 

 french revolution vibes""",['personal_interaction_observation_of_homelessness'],0.0063004004769027,0.9056575894355774,0.0880419984459877,0.3234372
906,2022-08-09 03:03:26+00:00,"""@625877631641070447 @1976903795083925519 @8328274808033187301 @4863040042942165425 @2424863850879452476 @6900558186685142620 @1586024490701209428 @7077418724988837393 @7899261523739669384 @3072782463113115245 @1305581403298495033 @3619074356233386523 @2544429182311073292 @7245216937780087669 @7129390303179167080 @8119951104695644095 i agree with michael mckee. jess is a community board 1 member. we have the chair of cb1, and board members on this thread. and board members of 100% affordable tower project. let’s not call names. we can’t end homeless crisis. if we can’t talk about what’s causing it.""",['solutions_interventions'],0.0569664202630519,0.0873712748289108,0.8556622266769409,0.045378547
907,2022-03-08 00:55:48+00:00,"""@6363743177467269127 maybe the homeless should just buy a home, problem solved""",['solutions_interventions'],0.1260277926921844,0.1187181770801544,0.7552540302276611,0.07054565
908,2022-07-02 07:49:56+00:00,"""@6421343047435298654 @296509727651686799 if you’re still paying off a mortgage when you retire, with pensions in the uk being so low you may at that point become homeless. alternatively retirement age could continue to rise and you might have to work till you’re 80, then you would have possibly own your home. happy days""",['harmful_generalization'],0.554147481918335,0.0513826198875904,0.3944698572158813,0.02543884
909,2022-09-28 00:15:55+00:00,"""@6518658973795817825 it wont' matter if you change the name, it is the people the needs to change. put the people first, stop wasting money changing names, put the money in homes for the homeless.""",['solutions_interventions'],0.0238642394542694,0.6505174040794373,0.3256183266639709,0.1269396
910,2022-03-12 16:05:01+00:00,"""@6553160202658913938 i feel tremendous empathy 4 ukrainians. however, we need 13b 2 house r homeless, fund mental hlth institutions, pay 4 childcare 2 enable parents to work, pay 4 univ.l hlthcare &amp; college! where' s t funding 4 what matters mst 2 t usa ppl?#no1islistening2usappl #demsfail #repfail""","['government_critique', 'money_aid_resource_allocation']",0.0493439100682735,0.5929405093193054,0.3577155768871307,0.115658075
911,2023-01-10 04:05:04+00:00,"""@6580878092741219492 meanwhile other players are starting to get to work....
 and youre still homeless and advertising offers like it somehow means something...
 

 but glad your enjoying your collection of offers still....in january.""",['personal_interaction_observation_of_homelessness'],0.3102590441703796,0.1808438897132873,0.508897066116333,0.123468354
912,2022-06-21 13:26:23+00:00,"""@6624012231095962518 indeed. l.a. claimed years ago, """"no money"""" for holiday decorations. yet, millions go to homeless. the county removed the cross (on top of a mission) on the county seal. """"offensive."""" when ca was founded by catholic missionaries. all socialism w/defund cops.""","['government_critique', 'deserving_undeserving_of_resources', 'money_aid_resource_allocation']",0.0062087783589959,0.8823894262313843,0.1114018335938453,0.20149297
913,2022-10-15 02:02:53+00:00,"""@667645007848904955 @2179802301239812679 and you must be one of warnock's homeless tenants begging for an extra $25.88 to get allowed back in your apartment. don't worry, a month from now when walker is elected your new senator you'll still be homeless""",['government_critique'],0.0119497990235686,0.8480366468429565,0.1400136053562164,0.0665887
914,2022-05-07 18:11:29+00:00,"""@6939433593121244774 ah yes, showing that good christian will by blaring jesus’ love to deter homeless people""",['societal_critique'],0.9148984551429749,0.0058193122968077,0.079282209277153,0.23739935
915,2022-11-13 01:09:24+00:00,"""@7051381165504108685 um benghazi , afgan withdrawal, the fact that joey b and the dems sent billions to ukraine while we have homeless vets in our streets. the stupidity of liberals is astounding. get a clue in life loser""","['government_critique', 'money_aid_resource_allocation', 'deserving_undeserving_of_resources']",0.0042042713612318,0.9521890878677368,0.043606586754322,0.73663366
916,2023-01-05 21:54:47+00:00,"""@7208970554468053627 @458437109058661237 @6977964539464685111 @7049750979856760135 yeah, you democrats like to take the credit for the wins of the other party .  it's funny how you never take the credit for defunding the police .. burning down cities all over the country.. democrat run states for the homeless and criminals.""",['government_critique'],0.0094885909929871,0.880437433719635,0.1100739613175392,0.37751234
917,2022-12-31 11:59:12+00:00,"""@7289428366020348817 @8007521923724593872 but you also won't find this government magically helping homeless veterans if they pulled out of ukraine tomorrow. this isn't a new problem, and no government has ever had the desire to address it. demonising war refugees is unfair""","['harmful_generalization', 'societal_critique']",0.0045976280234754,0.9053539037704468,0.090048462152481,0.115658075
918,2022-05-13 09:09:55+00:00,"""@7348605030934089305 time for that polished p---k to be ousted . 2 years in his job and the homeless crisis has gotten worse. surely in any other line of work ,failure would mean dismissal.""",['government_critique'],0.0051928842440247,0.942987024784088,0.0518200136721134,0.44573322
919,2022-02-15 22:21:04+00:00,"""@7353095206870700098 i know the kind. it's pretty fucked up.  we should encourage the building of housing for everyone: for the homeless, for the poor, for the working class, for teachers, for professionals, even tech bros. 
 

 leaving any of these out is kind of the opposite of liberal in my view.""","['government_critique', 'solutions_interventions']",0.0101214991882443,0.8700454831123352,0.1198330000042915,0.47772613
920,2022-09-05 23:59:24+00:00,"""@7590600838470343738 @5956039859207688001 <span class='emoji-bytes' data-emoji-bytes='[240, 159, 153, 132]'></span> where do you get the idea these people are homeless and jobless? you guys don't care about to learn about anything. migrant farm workers have been feeding your family for decades, both illegal and legal. they also pay billions. what a lame ass tired ignorant comment.""","['harmful_generalization', 'societal_critique']",0.0053860354237258,0.9034065008163452,0.0912075415253639,0.6588125
921,2022-04-23 11:35:00+00:00,"""@7603152725081397430 this is the fine tooth comb stage, where wealthy corporations, billionaires, politicians join forces to comb through the finances of middle class and working class americans to make sure there’s no cash left behind, and to tease out and remove hangers on who need to be homeless.""","['harmful_generalization', 'societal_critique']",0.0618300400674343,0.3431684672832489,0.5950013995170593,0.08637348
922,2022-03-01 01:52:03+00:00,"""@7685484170725691918 @6657772169596733222 @3382302044519172223 @8958567737851486317 the usa, right now under biden, take in refuges. give them outrageous freebies for future votes. while veterans are homeless and forgotten because they are mostly republicans. it's sickening .""",['deserving_undeserving_of_resources'],0.0055073839612305,0.930392324924469,0.0641002729535102,0.39441586
923,2022-10-12 15:05:45+00:00,"""@7905250114551581399 @5653683089589068928 will be in #losangeles today…not to lower the record @2917463972537559808 ga$ price$ or help the countless #homeless off the streets or to deal with the clear @5146878031593888233 @1322419376218800386 political #corruption 
 nope, he’s here to fundrai$e.""",['harmful_generalization'],0.0235356707125902,0.6565941572189331,0.3198702335357666,0.15545623
924,2022-03-08 08:25:36+00:00,"""@7989188960791117425 @3440086625750559514 @4325525760315480737 @6228045651145483262 so i gather they were renting throughout their relationships - never owning a house.
 re the rest i don't accept there is a gender pay gap, nobody has ever been prosecuted for paying discriminatory wages, &amp; children are a mother's best super/ion against being homeless in old age""",['harmful_generalization'],0.0181078780442476,0.4864970445632934,0.4953950047492981,0.11479026
925,2022-11-16 21:22:30+00:00,"""@8130297726162669100 @4727955196606086321 unsuitable in what way??
 

 new mattresses not arrived?
 ensuites not big enough?
 spa closed?
 food not to expectations.
 

 all free to them.
 

 all funded by us tax payers.
 

 whilst we have our own citizens homeless, sleeping on streets, vulnerable. 
 

 i know who i would prefer to fund <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 172]'></span>""","['money_aid_resource_allocation', 'deserving_undeserving_of_resources']",0.0125730810686945,0.7538009285926819,0.2336260080337524,0.18269104
926,2023-02-07 21:50:21+00:00,"""@8152617107594733618 @8929039482456743138 nope, you need to be wealthy. some homeless guy from india can’t just get to the top of the burj khalifa on his own.""",['harmful_generalization'],0.0352526903152465,0.5506345629692078,0.4141126871109009,0.16851899
927,2022-01-18 21:01:43+00:00,"""@8163345710349231610 @9096040869994586208 @2216850617188396280 @6379233658534755364 shelters do not provide more than housing the homeless - unless you are illiterate. then they might help you complete a form. 
 no. shelters are horrible, dangerous places if you are even remotely competent and well. 
 and idk why anyone thinks it's a solution in the middle of sars""","['societal_critique', 'solutions_interventions']",0.0067331688478589,0.8939965963363647,0.0992701947689056,0.25915736
928,2023-01-19 04:45:14+00:00,"""@854804450295468849 @4138419447621833755 he had tried to remove her for 10 days and your office and sfpd did not do anything and now you are punishing him for taking the matter into his own hand?! that homeless psychotic woman is not a member of the community, but a safety hazard to it.""","['government_critique', 'personal_interaction_observation_of_homelessness']",0.0040191342122852,0.9230940341949464,0.0728868097066879,0.43965456
929,2023-01-11 00:48:02+00:00,"""@8788353675941599929 @9146769685342038312 @8050078936509731319 @7054904976349859658 @2626838459230957503 sure, they would like transportation handed to them while funneling money into corporate hubs while all providing for a safe well maintained society. well that includes the highest homeless rates and crime inside the usa.""",['harmful_generalization'],0.0348346568644046,0.6087320446968079,0.3564332127571106,0.06579731
930,2021-12-10 18:51:17+00:00,"""@8970265257741775953 @8431223526345777929 did anyone ask the homeless man if he was under the tree in 20° weather trying to get warm? i mean odds are, he doesn't even care what faux """"news"""" is.""",['societal_critique'],0.009513177908957,0.8182415962219238,0.1722452342510223,0.1996317
931,2022-02-11 04:33:30+00:00,"""@9045709953791529866 we should be allowed to all carry. no one by would be pushing mf’ers into train tracks if we did. all of a sudden, the homeless would get sane real quick.""","['harmful_generalization', 'solutions_interventions']",0.1958213597536087,0.2574297189712524,0.5467489361763,0.17458448
932,2022-08-22 18:53:40+00:00,"""@9057565271756962672 @7957395544023786123 there are people on the streets of london...homeless,penniless. hungry and the lazybridges have homes on the four corners of the earth <span class='emoji-bytes' data-emoji-bytes='[240, 159, 140, 141]'></span> it's obscene. they just need to go into obscurity. shameless""",['societal_critique'],0.0045529524795711,0.93690687417984,0.058540154248476,0.4269174
933,2022-08-30 00:30:10+00:00,"""@9150913934086282245 @1895328434825770869 also free from blm thug criminals, homeless drug addicts and white guilt liberal females enabling all of it. our great cities will never be the same.""",['government_critique'],0.0062879128381609,0.929996371269226,0.0637157782912254,0.5140397
934,2021-12-12 23:18:44+00:00,"""a couple towns over from me, a homeless man was crushed in a dump truck. he had sought shelter in a dumpster overnight and slept in it, which lead to his tragic death. the locals kept commenting how sad it was, and the best way to solve the problem was to lock the dumpsters.""","['solutions_interventions', 'personal_interaction_observation_of_homelessness']",0.0063583767041563,0.8631782531738281,0.1304633617401123,0.08716487
935,2022-11-12 13:25:25+00:00,"""for example you may have given money to a homeless person before and never told anyone, and some people do this to monetize a youtube video. both are good outcomes for the one who is helped, but still it is morally untenable for society to exist on necessarily awarded morality""",['societal_critique'],0.0254235342144966,0.6051046848297119,0.369471788406372,0.026617315
936,2021-12-29 08:03:12+00:00,"""god did not make a mistake by allocating the bush to the animals. now they invade their space by bringing them to their homes. it's very sad that middle class africans are joining this mentality, yet they pass homeless people on the streets without effort to shelter them.""",['societal_critique'],0.0046337186358869,0.9181775450706482,0.0771887600421905,0.39842087
937,2022-12-12 22:44:30+00:00,"""help! with the need for funding for our hospitals, our impoverished, our homeless and others, must we have these debatable announcements about baseball players garnering new salary contracts totalling tens of millions of dollars for a few hours work every week or so?""","['deserving_undeserving_of_resources', 'solutions_interventions']",0.0360621325671672,0.4532528817653656,0.5106850266456604,0.021314176
938,2022-10-22 08:47:10+00:00,"""high rent &amp; mortgage, high insurance premiums, high energy bills, and florida will have a higher homeless population because of it. 
 

 this is ron desantis's florida""",['government_critique'],0.0078479405492544,0.8794953227043152,0.1126568019390106,0.11398677
939,2022-02-06 17:20:17+00:00,"""i dont get people who buy like $300 concert tickets and then have the audacity to say they are broke, cause if that's broke i must be homeless then""",['harmful_generalization'],0.0069298814050853,0.9013806581497192,0.0916894897818565,0.051810697
940,2022-07-22 00:24:27+00:00,"""i just had a homeless guy on the street ask for money, and when i said i don’t carry cash, he pulled out a machine and said he takes credit cards…wtf is going on?""",['personal_interaction_observation_of_homelessness'],0.0091262934729456,0.75018709897995,0.2406866550445556,0.40060925
941,2022-01-28 21:03:59+00:00,"""i love the juxtaposition of tommy being a millionare streamer teen vs now he’s homeless, can’t afford a hotel, and has no materials because his future home is clouded with a carbon monoxide disaster.""",['harmful_generalization'],0.271406888961792,0.3250899314880371,0.4035032093524933,0.09481675
942,2023-01-15 22:54:05+00:00,"""i think i get why homeless people walk around with a bunch of things, i almost had to bring my own seasoning in this restaurant <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span>""",['harmful_generalization'],0.0102697871625423,0.8465948104858398,0.1431353986263275,0.04760506
943,2022-02-24 00:56:37+00:00,"""if there’s something i can’t stand is someone acting superior to a homeless person.
 bruh in this economy we’re all 1-3 paychecks away from being in their position. have some fucking respect and empathy holy fuck.""","['societal_critique', 'solutions_interventions']",0.0070194583386182,0.9346866607666016,0.0582939498126506,0.7308154
944,2022-08-09 18:33:38+00:00,"""it always goes to show what your grateful for.. on my way driving i saw a family with a baby and a child homeless needed for help, i did a good kind deed to give them money.. breaks my heart to see that but knowing i did an amazing thing for the family shows a lot""","['solutions_interventions', 'personal_interaction_observation_of_homelessness']",0.9191328883171082,0.0180832296609878,0.0627838373184204,0.008482091
945,2022-10-27 02:38:14+00:00,"""just saw another video of @8102169803803810161 babbling on about #pronouns, #russia, and #china like a #crazy #homeless person. he makes no sense and has obviously been hit in the head one too many times. yet there are idiots in #georgia who will vote for him? something wrong there!""",['harmful_generalization'],0.0046228035353124,0.9456573724746704,0.049719788134098,0.62136006
946,2022-01-28 12:53:40+00:00,"""last weekend i couldn’t get a haircut because i had covid
 

 this weekend i can’t get a haircut because there’s a 2 day long snow storm
 

 i guess i’ll just have to look homeless""",['harmful_generalization'],0.0067542595788836,0.8883050084114075,0.1049407869577407,0.15932569
947,2022-12-29 14:10:18+00:00,"""me: *catches rsv working w the homeless* 
 

 also me: 10/10 would do again""",['personal_interaction_observation_of_homelessness'],0.4583499431610107,0.0574261993169784,0.484223872423172,0.15711457
948,2021-12-14 23:57:13+00:00,"""of course it's always based on the idea that being treated humanely is somehow a massive inconvenience. 
 

 if someone starving, doing w/o rx, going homeless, etc. is less important than their lack of humility (read: they should grovel more) your lack of humanity is the problem.""","['harmful_generalization', 'solutions_interventions']",0.0060776900500059,0.9054993987083436,0.0884229764342308,0.23523538
949,2022-09-26 06:50:18+00:00,"""republican #rickcaruso: 
 $17 mill to flood tv media w/bulls#it.
 

 • history of defrauding marginalized angelenos
 • anti-women's rights
 • uses racist ex-lapd mark fuhrman 4 body guard
 • ø concern 4 homeless, just wants them gone
 • racist/sexist attacks against @4092889965248754258""",['government_critique'],0.0085703609511256,0.7719892859458923,0.2194403707981109,0.39669925
950,2022-08-18 02:57:37+00:00,"""sba 9 should have never been voted on. now sb9 disenfranchises countless homeless and poor californians and ppl just wishing to start over, come help loved ones. credit score is being used to disenfranchise californias vulnerable population. landlords and ppl who run property""",['harmful_generalization'],0.0045181661844253,0.9236853122711182,0.0717964321374893,0.063423134
951,2022-08-07 12:12:28+00:00,"""senate poised to pass $740b climate change &amp; healthcare bill! #bluecrew we will get it done. homeless is real, elderly require care, addiction is real! help for the sick!""",['solutions_interventions'],0.9039547443389891,0.0086402343586087,0.0874049887061119,0.14950264
952,2022-06-07 14:50:46+00:00,"""started off today pissed off bc my coworker is ecstatic that they are evicting the tent city at weber and victoria
 

 they live nowhere near this encampment.
 

 it's a vacant lot that creates a sense of community and belonging for the homeless - how is this bad""","['societal_critique', 'solutions_interventions']",0.0460991449654102,0.7368482947349548,0.2170526087284088,0.3245134
953,2022-06-01 00:50:08+00:00,"""the real solution to gun control is to just arm everybody. women, people of color, the homeless, the mentally ill, children, higher functioning apes, etc…""",['harmful_generalization'],0.1199229583144187,0.1598393470048904,0.720237672328949,0.36095104
954,2022-03-10 14:17:24+00:00,"""these so-called """"reform"""" groups are wealthy people who travel the world, and post threatening and harmful things to the ex-spouses. make fun of getting rid of them. problem solved, etc. leave the spouses homeless in some cases. multi-millionaires with their own planes one example""",['harmful_generalization'],0.0115288970991969,0.8025044798851013,0.1859665960073471,0.27525392
955,2022-05-19 18:47:04+00:00,"""they got 40 billion to help some random nobodies, but can’t help the homeless…""",['money_aid_resource_allocation'],0.0095551647245883,0.8328577876091003,0.1575870364904403,0.030859824
956,2022-08-30 14:09:44+00:00,"""today's article in @6847802252089252457 about @2926156543664820280 council shutting down a homeless drop-in center is so discouraging. councillors often say housing is a provincial issue, but they defund and close the few resources that still exist(ed) for unhoused in #abbotsford #fraservalley""","['government_critique', 'solutions_interventions', 'money_aid_resource_allocation']",0.0050627444870769,0.8875298500061035,0.1074074208736419,0.02449606
957,2022-02-28 10:00:57+00:00,"""tonight on the news: homeless woman demolishes mothman, more at 10""",['media_portrayal'],0.0167437680065631,0.3261629045009613,0.6570932865142822,0.15324512
958,2022-04-09 23:21:52+00:00,"""trump: """"they even want to give illegal aliens cell phones! everybody gets a cell phone—come on in. you all get cell phones.""""
 

 it's absolutely ridiculous when we have american citizens who badly need our support, like homeless veterans.""",['deserving_undeserving_of_resources'],0.0207811184227466,0.8132498264312744,0.1659689843654632,0.4014846
959,2022-09-24 19:29:57+00:00,"""waffle house is like hibachi, but you’re homeless and cracked out""",['harmful_generalization'],0.0583274476230144,0.5004461407661438,0.4412264823913574,0.23415339
960,2022-01-10 04:09:23+00:00,"""when you ask me for money, i know whether or not imma give it to you before you finish the sentence. the reason you need it doesnt make a difference to me. i don’t ever ask cause i don’t care. 
 

 what you do with it is your business. homeless people included.""",['solutions_interventions'],0.0184684488922357,0.6960806250572205,0.2854509651660919,0.1991664
961,2022-08-22 20:19:04+00:00,"""yesterday, i saw a homeless person fight a bush and another with a sign that read “all we need”""",['personal_interaction_observation_of_homelessness'],0.0137143274769186,0.7354758977890015,0.2508097887039184,0.112643376
962,2022-01-30 20:37:25+00:00,"""“it looks like the supply chain is fine. damn. let’s mess with the supply chain to the homeless, that will teach ‘em.”
 

 horrible.""",['societal_critique'],0.0205434504896402,0.8420053720474243,0.1374511867761612,0.52811706
963,2022-02-02 01:12:20+00:00,"""“when over 66,000 people are experiencing #homelessness in #losangeles county, it is wholly unacceptable for a single dollar of federal homeless relief to go unspent.” 
 - chairwoman @1267867646866891475""",['money_aid_resource_allocation'],0.0081625096499919,0.8716792464256287,0.1201581954956054,0.07371122
964,2022-02-22 11:19:36+00:00,"@1294263011067071721 it gives off the same vibe as when people film themselves giving to the homeless. it’s unnecessary virtue signalling. do whatever you think is right and don’t broadcast to the world for personal gratification <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 166]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 187]'></span>‍♀️",['societal_critique'],0.0096845505759119,0.7633219361305237,0.226993516087532,0.08795626
965,2022-03-30 13:08:26+00:00,"@1458946896764234875 the largest bubble in history record high everything including the homeless yes its booming <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span>. msnbc is trash",['harmful_generalization'],0.027065884321928,0.810513973236084,0.16242016851902,0.52811706
966,2022-06-30 06:04:07+00:00,"@1462914812733288522 <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 179]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 168]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 168]'></span> ok that bicycle for energy part was pretty cool. but wtf man lmao. the homeless issue is insane in this country lol. but he’s creative af lol",['societal_critique'],0.459983080625534,0.0527504682540893,0.487266480922699,0.38434127
967,2022-03-19 05:50:01+00:00,@1469068608781613692 @8272434210253655084 it is illegal to require masks. i hope the store goes bankrupt. and you (and all of your friends who support sanitary fascism) end up homeless as a direct economic impact of the insanity you support.,['harmful_generalization'],0.0051673986017704,0.9515982866287231,0.0432343073189258,0.36095104
968,2022-06-09 11:25:26+00:00,@1539918256897389181 thanks. we had o do something. thank fuck of of the homeless guys thought to think of calling us! streets are dangerous for anyone let alone a kid!,"['solutions_interventions', 'personal_interaction_observation_of_homelessness']",0.0469204187393188,0.7769915461540222,0.1760880947113037,0.62702215
969,2022-07-30 03:43:58+00:00,@158082802644574801 let's not forget an animal sanctuary i'd build for homeless pets and seniors,['solutions_interventions'],0.2702628970146179,0.057578794658184,0.6721583008766174,0.09033044
970,2023-01-08 15:41:54+00:00,@1582408006491476719 @6885501789289947129 @2488519890906114579 every american.... who do you think you are kidding? you speaking up for the montanans who are indigenous? no you are not. how about montanans who are homeless right now? nope. working four jobs to make rent? pagan or atheist montanans? nope. sit the eff down. you are a liar.,"['harmful_generalization', 'societal_critique']",0.0062670456245541,0.914480686187744,0.0792522579431533,0.60311776
971,2022-11-21 01:45:21+00:00,@1586421572088992962 25% of people are gonna be homeless? so let’s save the people and home them ? with their dogs ?,['solutions_interventions'],0.0214744769036769,0.6236316561698914,0.3548938930034637,0.09481675
972,2022-12-12 13:21:04+00:00,@1649131298988128369 @4695259640672892619 you're lucky. all we have in st. louis is the frozen homeless count and n. st. louis shootings.,['harmful_generalization'],0.0832702741026878,0.5938441753387451,0.3228856027126312,0.19314334
973,2022-06-05 00:33:16+00:00,@1847499612088677191 @5154483785217804712 climate change has happened for millions millions of years ago how do you think we got mountains rivers and streams oceans they were here before the climate change climate change helps everything minnesota seven fires that were started by a homeless man,['harmful_generalization'],0.0401533581316471,0.3582454919815063,0.6016011834144592,0.09481675
974,2022-09-30 18:37:13+00:00,@2063229427579379805 @7496874179797930187 hey can you share the itemized list of where all taxpayer dollars being laundered ... ah hem 'sent' to ukraine is going? why do you not care about our own homeless vets on the streets who fought for your freedom of idiodic opinions you learned from anderson cooper,"['money_aid_resource_allocation', 'deserving_undeserving_of_resources']",0.0065902001224458,0.8456975221633911,0.147712305188179,0.5885171
975,2022-09-15 14:26:01+00:00,@2253976170525022598 i don't think people realize there's a huge homeless population on martha's vineyard. destantis probably knows this and doesn't care and is sending more people in need there.,['government_critique'],0.0061495257541537,0.8733739852905273,0.1204765141010284,0.043399423
976,2022-08-25 01:26:57+00:00,@236833123680842687 now you know why the boys in south park drove all the homeless people to california.,['media_portrayal'],0.013094488531351,0.668528139591217,0.3183774054050445,0.09438288
977,2023-01-11 23:36:04+00:00,@2440492910063605224 @8352774733344984858 @8419991477243301086 @2382598675483249135 @6039680226431431599 im kinda confused on how saying that you’ve done nothing for homeless people justifies spraying them with water out of malice,['societal_critique'],0.0047487900592386,0.8707996606826782,0.1244516149163246,0.2922276
978,2022-10-10 11:28:11+00:00,@2597555631583652664 @6645493054513342350 @2382693510593815315 @8124384241298355461 what about the crime and homeless problems in your city? i'd say they're a much bigger problem for the neighborhoods there.,['harmful_generalization'],0.0080860871821641,0.8381272554397583,0.1537866294384002,0.030388435
979,2022-04-13 18:15:12+00:00,@3063077317717960525 the point i make is about their hypocrisy with inclusion for example mayor of aurora giving out black history yard signs yet they won’t even allow townhouses in their area. they also exclude homeless ppl who are 60% racialized,['government_critique'],0.0076855518855154,0.8268722891807556,0.1654421687126159,0.3827457
980,2022-04-20 05:49:41+00:00,@3382083202060703762 @2917463972537559808 well it’s a homeless shithole here now so your missing nothing,['harmful_generalization'],0.0137362303212285,0.821726381778717,0.1645372807979583,0.584095
981,2022-07-06 16:04:53+00:00,@3437792942092507441 how about you help the homeless by moving them into your ridiculously enormous houses?,"['societal_critique', 'solutions_interventions']",0.0220099911093711,0.747990071773529,0.2299999445676803,0.4269174
982,2022-08-12 11:52:41+00:00,@3484244171876665731 @5204317358693705150 @9192867357080443015 that's the level of andh bhakti. feku promised every homeless to get free house instead 18% on rents...what a shameless govt and shameless supporters,['government_critique'],0.0089660380035638,0.8834409713745117,0.1075929626822471,0.44573322
983,2022-01-09 09:12:33+00:00,@3531273287794528448 @8793948712037653841 my son always wants to give his money to help others. he will always want to give money to the homeless. he even put $5 of his own money in my birthday card last month.,['solutions_interventions'],0.8778530359268188,0.0074441409669816,0.1147028505802154,0.022139108
984,2022-11-12 06:09:19+00:00,@3719030698485752790 @781034138458881058 looks like they’re in a rush to get to another job. they also avoid mentally ill people unless they’re hurting someone else. unless they’re white and not homeless!,['societal_critique'],0.0179227497428655,0.7317448854446411,0.2503323554992676,0.4269174
985,2022-08-14 15:56:13+00:00,@3811176366475704878 homeless everywhere in new york high crime not enough police offers most quit after defund the police movement arisen then imagrents pouring in because dems can’t shut down a border just awful,['government_critique'],0.0049078087322413,0.9316475987434388,0.063444584608078,0.37751234
986,2022-09-16 17:07:20+00:00,@4143631913284583666 @7626265663908525086 maybe he shouldn't move in but rent it out to ndp for double to pay down some debt or feed the homeless libs snd ndp are responsible for?,['solutions_interventions'],0.0119334440678358,0.3939172029495239,0.5941494107246399,0.07371122
987,2022-08-17 14:36:03+00:00,@4376933499239463427 @3230299693358611074 all a continuation of johnsons let the bodies pile high ! this time it will be die of cold/no food/get evicted for non payment of mortgage/rent ! and end up homeless and die on the street and your kids are taken into care because you can't look after them !!,['government_critique'],0.0042430758476257,0.9362606406211852,0.0594962127506732,0.33338684
988,2022-03-20 01:51:09+00:00,@4725275802332084986 i dont recall voting for housing for the homeless only. i recall voting for more affordable lower rents projects. isnt councilmember cedillo and jose huizar in the middle of who took the housing money?,['government_critique'],0.0319107323884964,0.2872903943061828,0.6807988286018372,0.015267765
989,2022-11-29 11:16:08+00:00,@4908282816636327190 @2938420805390929575 so surely we should make sure the homeless are helped too. our government proved they could do it in covid. it’s not an either or thing it’s a everyone deserves to live a decent life thing!,['solutions_interventions'],0.2835555076599121,0.179002046585083,0.5374425053596497,0.026145924
990,2022-08-04 01:11:59+00:00,@4927153360456510553 go solve the homeless problem. because if you don’t you ain’t gonna win. and who the fuck is the city councilman to continuously tell land loard what to do with our property? our property is not government housing.,"['government_critique', 'solutions_interventions']",0.0052097090519964,0.9229706525802612,0.0718196332454681,0.50759226
